index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
661460,472,4,04/12/2014,737,1,1,0,0,6849
58215,1055,4,06/03/2014,1065,1,1,0,0,8880
85674,1021,1,07/04/2014,1098,1,0,0,0,8211
228757,940,7,09/03/2014,0,0,0,0,0,0
217630,69,4,01/08/2013,1302,1,1,0,1,10636
612367,142,1,08/04/2013,725,1,1,0,0,7790
350052,88,2,19/11/2013,786,1,1,0,0,7859
357475,27,5,03/01/2014,1093,1,0,0,1,8366
250939,1029,7,04/01/2015,0,0,0,0,0,0
260908,715,6,04/05/2013,257,1,0,0,0,2424
246903,353,5,24/05/2013,1440,1,0,0,1,9717
26558,1060,3,29/10/2014,755,1,0,0,0,5832
655638,533,2,17/09/2013,779,1,0,0,0,6228
184518,340,3,18/03/2015,685,1,1,0,0,6739
696292,890,1,18/02/2013,571,1,1,0,0,6717
270046,543,3,28/08/2013,303,1,1,0,0,3909
57524,528,4,09/10/2014,879,1,1,0,1,8398
285051,864,6,01/11/2014,0,0,0,a,0,0
107634,991,2,15/07/2014,511,1,1,0,1,5681
699813,286,1,12/05/2014,380,1,0,0,0,3839
657926,295,1,07/04/2014,606,1,0,0,0,5240
162730,26,4,13/02/2014,510,1,0,0,0,4421
191094,288,6,17/08/2013,379,1,0,0,0,3544
496789,543,5,20/06/2014,360,1,1,0,0,4472
352127,583,3,24/09/2014,348,1,0,0,0,3507
249063,629,6,21/09/2013,684,1,0,0,0,6314
585182,335,3,06/08/2014,2631,1,1,0,1,17786
571197,677,7,26/04/2015,0,0,0,0,0,0
170714,13,6,20/07/2013,329,1,0,0,0,3144
60826,81,7,01/06/2014,0,0,0,0,0,0
195961,235,6,30/03/2013,623,1,0,0,0,6269
652551,634,5,20/02/2015,759,1,1,0,1,7298
489111,745,5,06/02/2015,759,1,1,0,0,7348
54808,918,7,08/02/2015,0,0,0,0,0,0
180109,272,4,25/07/2013,566,1,0,0,1,5065
654565,117,2,12/03/2013,394,1,0,0,0,3912
165571,1104,6,26/04/2014,454,1,0,0,0,4168
11553,432,1,20/07/2015,1665,1,0,0,1,10294
351358,687,2,21/05/2013,687,1,0,0,1,5804
411145,666,5,26/06/2015,504,1,0,0,0,4784
89675,893,1,23/09/2013,923,1,1,0,0,9370
365220,1059,5,13/03/2015,1094,1,0,0,1,8159
176391,1039,3,26/06/2013,850,1,0,0,0,6388
494607,581,6,05/10/2013,271,1,0,0,0,2523
670233,38,7,12/10/2014,0,0,0,0,0,0
457761,15,2,07/04/2015,685,1,0,0,1,5596
7301,997,2,08/10/2013,440,1,1,0,0,5151
406643,6,6,23/11/2013,442,1,0,0,0,4188
526172,978,2,23/09/2014,851,1,0,0,0,6350
451024,532,3,10/04/2013,1343,1,1,0,0,11081
516253,541,6,07/12/2013,1047,1,0,0,0,8397
87751,765,2,30/09/2014,970,1,1,0,0,8932
118386,801,5,05/12/2014,619,1,1,0,0,6404
674219,998,2,09/12/2014,475,1,0,0,0,4385
398102,697,5,04/10/2013,1107,1,0,0,0,8966
294113,379,1,18/03/2013,635,1,1,0,1,7391
273430,908,5,04/07/2014,432,1,1,0,0,4769
20854,1001,2,23/07/2013,544,1,0,0,1,4743
300176,658,6,24/05/2014,401,1,0,0,0,3836
585028,185,7,26/07/2015,0,0,0,0,0,0
584766,314,5,31/01/2014,626,1,0,0,0,5612
445273,1013,2,22/01/2013,544,1,1,0,0,5994
636630,492,3,28/08/2013,1058,1,1,0,1,9506
641893,1017,3,23/04/2014,942,1,0,0,1,6984
87914,13,7,29/12/2013,0,0,0,0,0,0
623273,793,4,24/10/2013,412,1,1,0,1,4325
475361,353,3,29/01/2014,1309,1,0,0,0,9171
123362,77,3,19/06/2013,564,1,1,0,0,5948
499706,333,1,30/09/2013,1233,1,0,0,1,8808
254291,251,2,26/05/2015,2612,1,0,0,1,18715
611126,115,2,28/05/2013,459,1,1,0,1,5558
580317,825,4,09/07/2015,480,1,0,0,0,4461
6166,537,6,26/10/2013,478,1,0,0,0,4623
440188,751,5,17/01/2014,547,1,0,0,0,5044
500225,613,7,14/04/2013,0,0,0,0,0,0
576087,990,2,05/08/2014,571,1,1,0,1,6006
682610,976,6,01/03/2014,583,1,0,0,0,5470
688006,582,4,22/08/2013,818,1,0,0,0,6435
427997,1069,4,11/06/2015,648,1,0,0,0,5255
696391,39,3,12/02/2014,582,1,0,0,0,5070
221084,960,3,22/05/2013,470,1,0,0,0,4382
409105,364,3,16/10/2013,513,1,0,0,1,4688
509234,626,2,03/02/2015,791,1,1,0,0,7553
508449,844,4,01/01/2015,0,0,0,a,1,0
640800,268,1,14/07/2014,739,1,1,0,0,7798
469353,1059,5,29/08/2014,1166,1,0,0,0,8542
519934,29,3,26/11/2014,704,1,1,0,0,6779
606803,217,2,02/06/2015,732,1,1,0,0,7317
542279,377,2,18/11/2014,1017,1,0,0,0,7549
302717,952,5,15/03/2013,533,1,0,0,0,4965
156151,715,1,03/11/2014,1043,1,1,0,0,10522
580502,139,6,08/03/2014,310,1,0,0,0,2856
294112,942,7,11/08/2013,0,0,0,0,1,0
275409,40,6,17/08/2013,646,1,0,0,0,5804
641578,828,7,21/12/2014,0,0,0,0,0,0
177484,147,1,19/01/2015,796,1,0,0,0,6297
79988,205,7,23/02/2014,0,0,0,0,0,0
279946,986,4,02/05/2013,1138,1,1,0,0,9549
232075,59,7,16/03/2014,0,0,0,0,0,0
602438,988,1,04/11/2013,742,1,1,0,0,7893
30416,167,2,15/01/2013,962,1,0,0,0,7350
600186,447,6,19/01/2013,634,1,0,0,0,5375
383736,917,6,14/02/2015,478,1,0,0,0,4686
647007,961,7,20/07/2014,0,0,0,0,0,0
414667,953,3,16/01/2013,487,1,0,0,0,4465
644379,773,7,06/10/2013,0,0,0,0,0,0
175803,984,1,21/04/2014,0,0,0,b,1,0
435184,590,1,11/02/2013,346,1,0,0,0,3487
679491,234,7,10/03/2013,0,0,0,0,0,0
493325,853,7,10/03/2013,0,0,0,0,0,0
152570,408,3,19/03/2014,428,1,1,0,0,4863
617545,645,6,14/02/2015,1316,1,0,0,0,9943
106463,670,4,27/02/2014,651,1,0,0,0,5488
678796,224,5,14/03/2014,409,1,0,0,0,3972
283104,648,6,26/04/2014,627,1,0,0,0,5768
579540,698,4,23/07/2015,1655,1,0,0,1,11302
312897,209,2,14/10/2014,513,1,0,0,1,4686
89374,243,6,23/03/2013,833,1,0,0,0,7144
445759,29,1,30/03/2015,996,1,1,0,1,10332
706695,1064,2,19/08/2014,1364,1,1,0,1,11684
143681,729,7,05/10/2014,0,0,0,0,0,0
339841,411,7,17/11/2013,0,0,0,0,0,0
465178,768,7,19/10/2014,0,0,0,0,0,0
505023,482,4,11/09/2014,726,1,0,0,0,5938
415848,956,3,15/04/2015,425,1,1,0,0,4559
669867,343,2,14/10/2014,538,1,0,0,1,4852
618686,446,7,22/03/2015,0,0,0,0,0,0
631375,58,7,17/05/2015,0,0,0,0,0,0
381722,37,3,13/03/2013,605,1,0,0,0,5398
270117,320,6,01/02/2014,1836,1,0,0,0,11343
427720,259,7,02/03/2014,2921,1,0,0,0,16257
151190,837,5,04/01/2013,380,1,0,0,1,3674
370095,330,6,17/05/2014,387,1,0,0,0,3588
668581,985,5,09/05/2014,846,1,1,0,0,7927
245046,819,2,17/02/2015,534,1,1,0,0,5937
480896,616,2,14/07/2015,849,1,1,0,1,8295
84893,714,7,25/01/2015,0,0,0,0,0,0
452025,550,7,24/08/2014,0,0,0,0,1,0
408,367,4,05/03/2015,616,1,1,0,0,6296
689238,220,7,04/01/2015,0,0,0,0,0,0
471801,843,6,28/12/2013,1319,1,0,0,0,11628
591682,1058,7,20/10/2013,0,0,0,0,0,0
598179,133,3,24/09/2014,642,1,0,0,0,5608
283946,394,4,16/10/2014,557,1,0,0,0,4957
365115,433,4,04/06/2015,748,1,1,0,0,7551
120486,410,2,28/05/2013,889,1,1,0,0,8558
112570,531,5,06/06/2014,641,1,1,0,0,6502
444469,67,3,08/10/2014,920,1,1,0,0,8305
649375,882,2,12/05/2015,732,1,0,0,0,5985
166577,716,1,07/10/2013,503,1,1,0,0,5947
250322,314,6,19/07/2014,357,1,0,0,0,3446
538866,126,5,21/11/2014,446,1,0,0,0,4319
237124,532,3,19/03/2014,1311,1,1,0,0,10900
70753,158,2,18/03/2014,456,1,1,0,0,5557
329502,443,2,13/01/2015,514,1,1,0,0,5852
652968,83,3,30/01/2013,311,1,0,0,0,3186
363324,797,1,15/07/2013,497,1,1,0,0,5492
161229,202,4,28/05/2015,504,1,0,0,0,4671
172088,287,7,22/09/2013,0,0,0,0,0,0
343540,94,3,14/05/2014,560,1,0,0,0,4901
411107,881,7,12/07/2015,0,0,0,0,0,0
509453,778,5,16/01/2015,801,1,1,0,0,7559
229015,720,3,20/03/2013,766,1,1,0,0,7362
442177,415,5,13/12/2013,529,1,0,0,0,4950
201483,591,6,27/09/2014,320,1,0,0,0,2897
324669,397,2,09/04/2013,708,1,1,0,0,7281
522498,130,2,06/08/2013,447,1,0,0,1,4376
459826,941,2,14/05/2013,667,1,1,0,0,6484
538152,980,6,05/07/2014,412,1,0,0,0,3878
31385,874,6,02/02/2013,523,1,0,0,0,5095
471516,593,4,31/07/2014,1826,1,1,0,1,14111
8888,30,1,09/03/2015,544,1,0,0,0,4716
138680,762,2,14/05/2013,307,1,1,0,0,3313
585468,634,1,20/05/2013,0,0,0,a,1,0
704920,830,7,07/06/2015,0,0,0,0,0,0
337481,184,1,13/10/2014,571,1,0,0,1,5096
628412,436,7,17/08/2014,0,0,0,0,0,0
11443,37,4,21/05/2015,720,1,1,0,1,7169
678008,599,3,20/03/2013,863,1,1,0,0,7964
285816,305,3,01/10/2014,585,1,1,0,0,6142
229714,707,5,24/10/2014,1002,1,1,0,0,8678
497954,214,4,19/09/2013,567,1,0,0,0,5016
172466,949,5,11/07/2014,485,1,0,0,1,4703
63130,945,2,24/02/2015,463,1,0,0,0,4333
525469,347,6,17/08/2013,328,1,0,0,0,3203
237387,646,5,18/10/2013,659,1,0,0,0,5744
510360,325,6,27/04/2013,516,1,0,0,0,5008
507067,638,1,28/04/2014,590,1,1,0,0,6709
580639,1068,7,13/04/2014,0,0,0,0,0,0
664703,916,5,13/06/2014,635,1,0,0,0,5602
551444,555,3,18/03/2015,432,1,1,0,0,4919
672240,895,4,17/07/2014,898,1,1,0,0,8051
686403,547,6,04/05/2013,453,1,0,0,0,4328
271538,196,5,28/03/2014,680,1,0,0,0,6023
346326,318,6,22/02/2014,448,1,0,0,0,4319
363376,12,4,30/05/2013,921,1,1,0,0,8317
309388,659,1,07/07/2014,740,1,0,0,0,6066
268452,328,3,25/12/2013,0,0,0,c,1,0
364172,578,1,04/03/2013,772,1,1,0,0,8262
148624,678,4,16/10/2014,753,1,0,0,1,6166
163253,528,1,22/12/2014,1501,1,0,0,1,10101
706835,519,1,01/07/2013,766,1,1,0,1,8143
340603,658,7,04/01/2015,0,0,0,0,0,0
325201,976,1,24/02/2014,666,1,0,0,0,5406
600184,914,7,23/06/2013,0,0,0,0,0,0
543466,463,4,02/07/2015,1032,1,1,0,1,9411
391674,253,3,30/07/2014,721,1,1,0,1,7164
417505,1006,6,02/11/2013,889,1,0,0,0,7065
561389,304,7,16/02/2014,0,0,0,0,0,0
108227,672,3,05/03/2014,1358,1,1,0,0,10612
97444,817,2,02/07/2013,4334,1,1,0,1,29465
660106,1021,5,17/07/2015,1105,1,1,0,1,9499
662676,146,5,22/08/2014,796,1,1,0,0,7869
441819,343,7,22/12/2013,0,0,0,0,0,0
40426,314,3,11/02/2015,554,1,0,0,0,4865
498275,852,3,12/02/2014,560,1,0,0,0,4743
157676,766,7,08/03/2015,0,0,0,0,0,0
553860,250,3,23/04/2014,540,1,0,0,1,4858
592845,991,6,20/09/2014,568,1,0,0,0,5384
286951,126,3,25/02/2015,388,1,0,0,0,3866
511955,848,3,20/11/2013,706,1,1,0,0,6632
656649,122,1,20/10/2014,874,1,1,0,1,9553
253748,119,6,22/03/2014,515,1,0,0,0,5039
55874,961,2,05/02/2013,759,1,1,0,0,7236
127612,573,2,17/09/2013,314,1,0,0,0,3299
448432,191,2,05/02/2013,722,1,1,0,0,7303
657401,405,4,07/02/2013,434,1,1,0,0,4879
108803,854,2,12/11/2013,528,1,0,0,0,4514
1193,391,1,10/06/2013,721,1,0,0,0,5984
160278,136,4,05/02/2015,436,1,1,0,0,4887
191417,122,3,29/05/2013,952,1,1,0,0,8441
410455,537,6,28/03/2015,534,1,0,0,0,5151
678516,117,6,31/08/2013,293,1,0,0,0,2647
205414,631,4,13/02/2014,576,1,0,0,0,5034
153166,292,3,20/05/2015,803,1,1,0,0,7357
677148,661,2,06/08/2013,453,1,0,0,1,4294
128415,1018,7,27/04/2014,0,0,0,0,0,0
708645,820,4,23/01/2014,1106,1,1,0,0,9699
366935,335,7,26/05/2013,1204,1,0,0,0,5572
457783,838,1,06/07/2015,875,1,0,0,0,7203
13201,1065,5,13/02/2015,506,1,0,0,0,4588
170816,964,6,31/05/2014,1726,1,0,0,0,11316
150559,821,3,17/07/2013,938,1,1,0,1,8574
443009,150,4,26/03/2015,724,1,0,0,0,6157
554057,52,4,27/03/2014,464,1,0,0,0,4792
570957,395,1,06/10/2014,721,1,1,0,1,8264
567137,345,4,23/05/2013,504,1,0,0,1,4668
53497,200,5,25/01/2013,971,1,1,0,0,8505
494265,245,2,18/11/2014,946,1,0,0,0,7253
543916,532,4,20/06/2013,1247,1,1,0,0,10682
317088,151,3,18/02/2015,705,1,1,0,0,6860
251163,851,2,21/07/2015,351,1,0,0,0,3448
672891,799,4,11/12/2014,800,1,0,0,0,6320
431426,359,1,30/06/2014,734,1,1,0,0,7925
116243,255,2,18/02/2014,672,1,1,0,0,6961
536961,259,6,26/04/2014,1737,1,0,0,0,9487
361166,533,6,18/10/2014,678,1,0,0,0,6214
683460,603,6,06/04/2013,838,1,0,0,0,7242
299184,333,5,29/11/2013,1204,1,0,0,0,8787
37413,260,1,15/07/2013,1075,1,1,0,1,10912
178693,455,7,12/04/2015,0,0,0,0,0,0
434791,284,4,20/06/2013,363,1,1,0,0,4202
699166,106,5,04/07/2014,824,1,1,0,0,7959
346660,973,4,04/04/2013,633,1,0,0,1,5390
53504,297,2,14/10/2014,646,1,0,0,0,5444
82633,128,3,16/01/2013,319,1,0,0,0,3241
59759,896,5,07/03/2014,1061,1,1,0,0,8840
412890,407,6,19/01/2013,303,1,0,0,0,2831
442416,218,2,26/02/2013,782,1,0,0,0,6226
115545,259,1,13/05/2013,2425,1,1,0,0,16504
490273,771,7,03/03/2013,0,0,0,0,0,0
436497,451,4,16/07/2015,502,1,1,0,0,5441
236781,454,2,26/05/2015,752,1,0,0,0,6132
686407,601,7,24/08/2014,0,0,0,0,1,0
288963,414,5,13/09/2013,512,1,1,0,0,5529
362663,1078,6,11/10/2014,493,1,0,0,0,4585
610238,346,4,10/07/2014,638,1,0,0,1,5504
196851,25,7,20/01/2013,0,0,0,0,0,0
694536,793,4,23/04/2015,350,1,0,0,0,3344
597927,315,2,12/05/2015,459,1,0,0,0,4325
667205,44,3,13/11/2013,566,1,0,0,0,4928
226073,1111,7,18/01/2015,0,0,0,0,0,0
264916,492,2,19/05/2015,1253,1,1,0,0,10103
567752,581,3,15/05/2013,659,1,1,0,0,6655
299354,265,6,11/10/2014,303,1,0,0,0,2825
551087,561,3,22/10/2014,568,1,1,0,0,5946
110241,440,1,11/08/2014,523,1,0,0,1,4726
133832,127,4,09/05/2013,0,0,0,a,0,0
360416,58,3,29/04/2015,638,1,1,0,0,6553
10977,226,6,26/01/2013,560,1,0,0,0,5465
499695,595,4,14/11/2013,1416,1,0,0,0,9486
592252,656,1,30/06/2014,605,1,1,0,0,7138
129936,1015,1,17/03/2014,580,1,1,0,0,6772
660404,769,5,28/02/2014,3571,1,0,0,0,13544
41944,229,6,21/09/2013,594,1,0,0,0,5989
209076,885,7,05/04/2015,0,0,0,0,0,0
85118,328,2,24/12/2013,367,1,0,0,1,3629
701288,484,6,02/03/2013,903,1,0,0,0,7605
337928,785,5,18/07/2014,568,1,1,0,1,6079
573681,204,6,15/06/2013,415,1,0,0,0,3989
510886,393,6,13/09/2014,560,1,0,0,0,5337
99606,1063,4,26/02/2015,514,1,0,0,0,4152
29692,594,5,22/02/2013,460,1,1,0,0,5028
235241,540,4,11/04/2013,337,1,1,0,0,4086
683335,399,3,11/09/2013,605,1,1,0,1,6389
641713,128,3,30/04/2014,742,1,1,0,0,7357
263025,922,5,31/07/2015,750,1,1,0,1,7327
535286,379,3,03/04/2013,467,1,0,0,0,4384
217621,785,1,20/07/2015,632,1,0,0,1,5451
58754,321,1,29/12/2014,575,1,0,0,1,5129
48116,472,7,23/03/2014,0,0,0,0,0,0
456802,58,3,20/02/2013,449,1,1,0,0,5121
313898,827,5,07/06/2013,1493,1,1,0,0,11697
494475,117,5,31/05/2013,738,1,1,0,0,7341
448625,170,7,05/10/2014,0,0,0,0,0,0
668666,365,1,08/06/2015,593,1,0,0,0,5325
542213,25,7,04/08/2013,0,0,0,0,0,0
579759,563,6,11/10/2014,721,1,0,0,0,6320
428659,74,5,19/06/2015,724,1,1,0,0,7101
261295,981,3,29/04/2015,809,1,1,0,0,7594
280651,355,1,09/02/2015,1099,1,0,0,0,7970
634974,42,3,11/03/2015,1135,1,0,0,0,8192
367066,154,7,30/06/2013,0,0,0,0,0,0
499853,393,4,27/11/2014,609,1,1,0,0,6274
439872,331,6,20/07/2013,501,1,0,0,0,4772
102896,796,2,29/07/2014,745,1,1,0,1,7597
706658,1106,6,30/08/2014,397,1,0,0,0,3754
595421,1103,4,23/07/2015,426,1,0,0,0,3998
243118,640,7,14/07/2013,0,0,0,0,0,0
376873,907,5,13/06/2014,820,1,0,0,0,7340
704080,95,1,23/06/2014,854,1,0,0,0,6764
416592,1046,7,13/10/2013,0,0,0,0,0,0
237921,367,5,17/07/2015,586,1,1,0,0,6163
3402,853,4,13/11/2014,1013,1,1,0,0,8665
521287,734,4,16/05/2013,578,1,1,0,0,6162
223543,844,1,24/11/2014,546,1,1,0,0,6256
158501,383,3,09/01/2013,2045,1,1,0,1,15531
239532,425,3,11/03/2015,448,1,0,0,0,4288
448035,269,5,11/10/2013,1105,1,1,0,0,9658
58373,170,6,05/07/2014,423,1,0,0,0,4011
113041,241,3,31/07/2013,735,1,1,0,1,7449
127805,120,7,21/09/2014,0,0,0,0,0,0
576602,237,2,30/07/2013,582,1,1,0,1,6234
684837,278,5,16/05/2014,745,1,0,0,0,6699
206834,731,1,25/11/2013,798,1,0,0,0,6313
698365,411,7,06/10/2013,0,0,0,0,0,0
379475,34,4,21/02/2013,1008,1,1,0,0,8562
698668,891,3,10/06/2015,871,1,0,0,0,6804
106139,612,1,27/07/2015,548,1,1,0,0,6806
523642,729,4,09/07/2015,968,1,0,0,1,7824
173104,641,5,25/01/2013,604,1,1,0,0,6224
297840,841,6,13/12/2014,188,1,0,0,0,1328
415621,312,3,14/05/2014,437,1,0,0,0,4213
699937,997,6,31/05/2014,359,1,0,0,0,3422
353268,845,5,08/02/2013,426,1,1,0,0,4623
207517,934,3,10/07/2013,614,1,0,0,0,5192
326850,1044,4,11/09/2014,753,1,0,0,1,5841
673570,1036,4,17/10/2013,426,1,0,0,0,4034
305907,961,3,05/03/2014,683,1,1,0,0,6594
652975,269,2,29/01/2013,797,1,0,0,0,6274
474872,801,2,17/09/2013,381,1,0,0,0,3703
388416,564,4,18/07/2013,499,1,1,0,0,5387
512740,674,6,28/09/2013,607,1,0,0,0,5538
34563,982,2,18/03/2014,753,1,1,0,0,7222
700394,323,6,28/12/2013,656,1,0,0,0,6278
665035,8,4,31/10/2013,798,1,0,0,0,6271
670599,441,7,27/10/2013,0,0,0,0,0,0
450005,340,3,01/10/2014,779,1,1,0,0,7554
455300,1110,3,06/11/2013,501,1,1,0,0,5354
304293,913,1,14/01/2013,925,1,0,0,0,6879
245114,382,4,31/01/2013,680,1,0,0,0,5614
560195,957,1,21/04/2014,0,0,0,b,1,0
72005,82,5,21/03/2014,893,1,1,0,0,8163
446853,1078,5,29/08/2014,464,1,0,0,1,4556
626033,259,1,12/08/2013,2294,1,1,0,1,13582
242564,462,4,20/11/2014,571,1,0,0,0,5002
449475,321,6,01/02/2014,675,1,0,0,0,6327
111469,1009,3,25/03/2015,474,1,0,0,0,4389
55862,821,1,20/10/2014,958,1,1,0,1,10669
491044,105,5,20/12/2013,696,1,1,0,0,6767
686598,1047,4,12/03/2015,496,1,0,0,0,4433
231792,427,6,25/04/2015,657,1,0,0,0,5985
452302,559,7,07/06/2015,0,0,0,0,0,0
240395,286,1,19/01/2015,373,1,0,0,0,3784
333448,135,5,19/04/2013,485,1,0,0,0,4796
153123,479,7,02/06/2013,0,0,0,0,0,0
327622,1101,2,08/07/2014,903,1,0,0,0,7701
13309,174,7,11/05/2014,0,0,0,0,0,0
414614,854,6,11/10/2014,774,1,0,0,0,6603
500223,908,3,10/09/2014,304,1,0,0,0,3028
659702,450,7,18/01/2015,0,0,0,0,0,0
662842,423,5,05/04/2013,1894,1,0,0,1,11816
607912,1070,4,27/02/2014,687,1,0,0,0,5573
385535,2,7,01/09/2013,0,0,0,0,0,0
74995,316,1,21/04/2014,0,0,0,b,1,0
410802,1054,3,08/04/2015,522,1,0,0,1,4522
601060,1111,2,15/01/2013,360,1,0,0,0,3650
44487,760,6,03/08/2013,1338,1,0,0,0,9680
198673,410,4,23/10/2014,786,1,1,0,0,7666
144836,441,1,06/10/2014,777,1,1,0,1,8450
356506,170,7,28/09/2014,0,0,0,0,0,0
395962,732,5,21/03/2014,572,1,1,0,0,6112
260167,180,4,27/06/2013,710,1,0,0,1,5878
103931,874,5,26/06/2015,467,1,0,0,0,4386
278753,181,6,08/06/2013,424,1,0,0,0,4017
166250,1005,2,17/02/2015,954,1,1,0,0,8632
162997,476,2,26/02/2013,611,1,0,0,0,5187
215278,255,6,28/02/2015,765,1,0,0,0,6736
678102,453,1,03/11/2014,1007,1,1,0,0,10225
296132,261,4,21/02/2013,1004,1,1,0,1,9108
441352,120,6,27/09/2014,541,1,0,0,0,5261
306810,878,5,21/11/2014,785,1,0,0,0,6458
553427,201,1,28/04/2014,501,1,1,0,0,5959
493931,478,2,25/03/2014,575,1,0,0,0,4974
611622,1090,7,16/02/2014,0,0,0,0,0,0
13346,897,4,11/06/2015,239,1,0,0,0,2331
664532,237,7,15/12/2013,0,0,0,0,0,0
67647,296,4,30/01/2014,794,1,0,0,0,6272
623904,907,1,20/04/2015,775,1,0,0,0,6815
485433,765,7,21/04/2013,0,0,0,0,0,0
214240,64,5,01/11/2013,0,0,0,a,1,0
530126,1067,1,04/11/2013,604,1,1,0,0,7172
162855,565,2,30/09/2014,985,1,1,0,0,8879
351401,565,2,05/08/2014,828,1,1,0,1,8264
38634,911,2,29/04/2014,975,1,1,0,1,9285
139331,474,7,15/12/2013,0,0,0,0,0,0
124417,1020,7,29/12/2013,0,0,0,0,1,0
529674,1028,3,18/02/2015,614,1,1,0,0,6061
504299,180,6,15/06/2013,855,1,0,0,0,7347
480865,795,3,18/06/2014,607,1,1,0,0,6330
642755,311,7,11/08/2013,0,0,0,0,1,0
315352,381,3,05/02/2014,1042,1,1,0,1,9578
397733,846,3,10/07/2013,761,1,0,0,0,6175
443498,331,4,03/04/2014,1016,1,1,0,0,8646
662202,1014,6,28/12/2013,646,1,0,0,0,5867
680080,841,7,15/06/2014,0,0,0,0,0,0
479172,11,3,26/06/2013,1083,1,0,0,1,7907
687909,210,3,13/11/2013,248,1,0,0,0,2567
575620,558,4,10/01/2013,524,1,1,0,0,5513
176235,618,4,19/06/2014,0,0,1,a,0,0
108928,744,5,17/07/2015,850,1,1,0,0,8038
539081,116,2,20/08/2013,744,1,0,0,0,6263
32049,10,7,26/10/2014,0,0,0,0,0,0
493454,879,5,15/11/2013,340,1,0,0,0,3348
295339,1090,6,23/03/2013,341,1,0,0,0,3176
599173,552,6,08/03/2014,415,1,0,0,0,4054
521079,414,5,01/11/2013,494,1,0,0,0,4699
437185,972,1,27/04/2015,541,1,1,0,0,6138
572136,163,3,27/03/2013,1282,1,1,0,1,10601
356665,301,2,24/12/2013,486,1,0,0,1,4559
263486,383,1,17/06/2013,2620,1,1,0,0,20868
46008,148,5,08/05/2015,877,1,1,0,0,8142
471083,809,5,15/05/2015,895,1,0,0,0,7563
646314,240,6,02/03/2013,393,1,0,0,0,3752
644642,53,1,10/03/2014,523,1,0,0,0,4684
129373,259,5,18/04/2014,3062,1,1,b,1,15680
383507,165,7,07/07/2013,0,0,0,0,0,0
316475,186,3,20/02/2013,342,1,1,0,0,3676
168341,930,3,14/01/2015,1004,1,1,0,0,8610
406711,519,7,06/01/2013,0,0,0,0,0,0
500589,393,1,22/09/2014,483,1,0,0,0,4544
243774,206,6,31/01/2015,622,1,0,0,0,6208
667917,267,2,21/10/2014,1050,1,1,0,1,9841
684947,352,1,21/01/2013,616,1,1,0,0,7022
297640,673,3,15/01/2014,469,1,0,0,0,4403
114374,196,5,24/04/2015,623,1,0,0,0,5617
158875,764,7,24/05/2015,0,0,0,0,0,0
352423,910,7,29/03/2015,0,0,0,0,0,0
60091,1033,4,30/07/2015,1213,1,1,0,1,10224
386353,200,4,23/04/2015,895,1,0,0,0,6928
384979,982,6,24/05/2014,551,1,0,0,0,5320
336732,764,5,28/03/2014,410,1,0,0,0,3789
424062,60,5,16/08/2013,699,1,1,0,1,6849
32467,637,2,01/10/2013,689,1,0,0,0,5704
8037,610,6,14/03/2015,416,1,0,0,0,4041
176849,436,2,12/11/2013,531,1,0,0,0,4788
308261,750,2,26/03/2013,388,1,1,0,1,4457
706586,1085,7,07/06/2015,0,0,0,0,0,0
561746,734,4,07/08/2014,531,1,1,0,1,5695
535104,500,3,04/06/2014,402,1,1,0,0,4628
670327,811,1,13/07/2015,867,1,1,0,0,9275
96898,64,7,02/11/2014,0,0,0,0,0,0
447362,485,6,02/02/2013,440,1,0,0,0,4277
611732,421,5,20/12/2013,1474,1,1,0,0,11757
178173,539,5,03/07/2015,1225,1,1,0,0,10504
163582,898,5,26/06/2015,552,1,0,0,0,5009
109145,461,7,13/07/2014,0,0,0,0,0,0
209223,50,4,08/05/2014,355,1,1,0,0,4329
596535,773,5,20/06/2014,832,1,1,0,0,7801
542246,346,4,07/02/2013,563,1,1,0,0,5919
498154,570,3,04/09/2013,607,1,0,0,0,5161
173910,485,1,16/06/2014,499,1,1,0,1,6067
221278,452,3,27/03/2013,625,1,1,0,1,6470
70642,986,2,10/02/2015,599,1,0,0,0,5117
110514,271,4,06/03/2014,982,1,1,0,0,8568
33092,545,3,13/11/2013,914,1,0,0,0,7050
290908,446,3,16/10/2013,593,1,0,0,0,5165
420125,879,3,10/07/2013,273,1,0,0,0,2740
238746,1028,6,01/06/2013,399,1,0,0,0,3770
233894,1038,4,15/01/2015,478,1,1,0,0,5166
192872,623,4,21/08/2014,775,1,1,0,0,7458
581036,790,4,20/06/2013,606,1,1,0,0,6299
237401,661,1,11/11/2013,582,1,0,0,0,5121
566544,664,3,26/06/2013,473,1,0,0,0,4452
32100,575,3,27/03/2013,681,1,1,0,1,6842
109302,408,7,02/11/2014,0,0,0,0,0,0
332867,103,5,27/09/2013,434,1,1,0,0,4887
532917,566,6,07/03/2015,410,1,0,0,0,4039
617386,963,2,09/09/2014,1120,1,0,0,0,8194
548829,461,7,17/02/2013,0,0,0,0,0,0
310452,519,3,11/06/2014,489,1,0,0,0,4577
63550,891,4,06/11/2014,1020,1,1,0,0,8753
537287,125,1,21/04/2014,0,0,0,b,1,0
630827,965,4,12/09/2013,925,1,1,0,0,8169
206258,598,4,05/02/2015,805,1,1,0,0,7293
